start_timestamp, base_model_card_timestamp, remove_embedding_timestamp, enrich_ai_model_timestamp, enrich_bias_analysis_timestamp, enrich_xai_analysis_timestamp
605284.642500958,605284.643971915,605284.643972336,605284.645614085,605284.646896648,605284.6481307
605284.648190853,605284.649823184,605284.649823635,605284.651509286,605284.65278708,605284.654058282
605284.654135258,605284.655649516,605284.655649887,605284.657334497,605284.658596992,605284.659968483
605284.660059213,605284.661570838,605284.661571198,605284.663365615,605284.664580079,605284.665782472
605284.665848766,605284.667382733,605284.667383083,605284.66912508,605284.670333304,605284.671523854
605284.6715856,605284.673123664,605284.673124064,605284.674732571,605284.676102038,605284.677306243
605284.677369613,605284.678890825,605284.678891216,605284.680535639,605284.681736048,605284.682921168
605284.68298596,605284.68448477,605284.684485211,605284.686125186,605284.68735488,605284.688796483
605284.68886453,605284.690420187,605284.690420567,605284.692065423,605284.69324913,605284.694422257
605284.69448776,605284.695971562,605284.695972003,605284.697610045,605284.69884062,605284.700088739
605284.700150384,605284.701739485,605284.701739855,605284.70335805,605284.704560001,605284.705785417
605284.70585134,605284.707361833,605284.707362264,605284.708980048,605284.710197558,605284.711416912
605284.711481123,605284.712984662,605284.712985023,605284.714758249,605284.715964529,605284.717204492
605284.717270556,605284.718805544,605284.718805915,605284.720443015,605284.721658311,605284.726039955
605284.726108374,605284.727721419,605284.72772185,605284.72939053,605284.730748364,605284.731989038
605284.732074941,605284.733549605,605284.733550016,605284.735200912,605284.736411749,605284.737609483
605284.737676028,605284.739180399,605284.73918082,605284.740786691,605284.742037725,605284.743371465
605284.743438481,605284.744932541,605284.744932912,605284.746605539,605284.747930703,605284.749151609
605284.749217474,605284.750695314,605284.750695715,605284.752340259,605284.753549575,605284.754744182
605284.754807792,605284.756456464,605284.756456835,605284.758113111,605284.759324469,605284.760530779
605284.760595771,605284.762117916,605284.762118297,605284.763766608,605284.765053098,605284.766325001
605284.766390384,605284.767911747,605284.767912158,605284.769693018,605284.770931829,605284.77220275
605284.772268114,605284.773744191,605284.773744571,605284.775403773,605284.776616144,605284.777837141
605284.777901182,605284.779412826,605284.779413187,605284.781083138,605284.782413802,605284.783623418
605284.783688811,605284.785187151,605284.785187541,605284.786819502,605284.788051048,605284.789289679
605284.78935391,605284.790838924,605284.790839295,605284.792487656,605284.793704256,605284.795084221
605284.795157059,605284.796634118,605284.796634529,605284.798297928,605284.799510058,605284.800721388
605284.800788184,605284.80227956,605284.802279981,605284.803888908,605284.805155882,605284.806383711
605284.806448253,605284.808101403,605284.808101784,605284.809701835,605284.810921479,605284.812140553
605284.812206136,605284.813694036,605284.813694437,605284.815358718,605284.816565027,605284.817782238
605284.817846388,605284.819387809,605284.819388179,605284.821174741,605284.822396339,605284.823615573
605284.823680575,605284.825175458,605284.825175839,605284.826794464,605284.828039115,605284.829274811
605284.829343661,605284.83087444,605284.830874841,605284.832561915,605284.833977669,605284.835245735
605284.835311959,605284.836932188,605284.836932558,605284.83859721,605284.839816655,605284.841059103
605284.841124826,605284.842608048,605284.842608418,605284.844279733,605284.845518283,605284.846967178
605284.847059683,605284.848558563,605284.848558913,605284.850255857,605284.851484778,605284.852702269
605284.852783072,605284.854303141,605284.854303552,605284.855936635,605284.857210141,605284.858427271
605284.85849053,605284.860128512,605284.860128893,605284.861749311,605284.862984646,605284.864252061
605284.864318555,605284.865803409,605284.8658039,605284.867442703,605284.868736778,605284.869944661
605284.870033207,605284.871581961,605284.871582372,605284.873373011,605284.874609518,605284.875871672
605284.875938218,605284.877471813,605284.877472163,605284.879131445,605284.880380085,605284.881590102
605284.881653891,605284.883185013,605284.883185403,605284.884812885,605284.886184786,605284.887405854
605284.887470926,605284.888952233,605284.888952644,605284.890599472,605284.89185823,605284.893113522
605284.893179677,605284.894672476,605284.894672827,605284.896340855,605284.897552645,605284.898918735
605284.89898505,605284.900501423,605284.900501764,605284.902168279,605284.903422379,605284.904728857
605284.904794861,605284.906291587,605284.906291968,605284.907920572,605284.909145998,605284.910351175
605284.910414484,605284.912031035,605284.912031416,605284.913655332,605284.914900845,605284.916145447
605284.916210339,605284.91769363,605284.917694031,605284.919369744,605284.920573849,605284.921815114
605284.921878925,605284.923391901,605284.923392252,605284.925185276,605284.92641566,605284.927634042
605284.927699336,605284.929225226,605284.929225898,605284.9308587,605284.932122167,605284.933338266
605284.933402476,605284.934895325,605284.934895685,605284.936561579,605284.937909446,605284.93914457
605284.939210384,605284.94069674,605284.940697111,605284.942367313,605284.943595965,605284.944811242
605284.944875773,605284.94640507,605284.94640542,605284.948045336,605284.949254712,605284.950585195
605284.950651159,605284.952176349,605284.952176729,605284.953805193,605284.955054434,605284.956325295
605284.956391038,605284.957887054,605284.957887414,605284.9595378,605284.960762824,605284.962111021
605284.962176414,605284.963848339,605284.96384878,605284.96551702,605284.966752844,605284.967963151
605284.968053983,605284.969557552,605284.969557932,605284.971199501,605284.972471935,605284.973698052
605284.973773764,605284.975351653,605284.975352044,605284.977191635,605284.978440214,605284.979730812
605284.979796546,605284.98135042,605284.98135078,605284.983056509,605284.984302324,605284.985534682
605284.985599734,605284.987167495,605284.987167835,605284.988859137,605284.990265343,605284.991482573
605284.991548277,605284.993095988,605284.993096399,605284.99470735,605284.995946432,605284.997197496
605284.997262979,605284.998742532,605284.998742923,605285.000615347,605285.001860989,605285.003330555
605285.003397621,605285.004904957,605285.004905318,605285.006552346,605285.008087605,605285.009306087
605285.009371581,605285.010860783,605285.010861144,605285.012493775,605285.013728889,605285.014945598
605285.015034145,605285.016640748,605285.016641139,605285.018305701,605285.019530245,605285.020751321
605285.020818308,605285.022400254,605285.022400625,605285.024183088,605285.02550222,605285.026830149
605285.026904709,605285.028518967,605285.028519377,605285.03040729,605285.031723717,605285.033059089
605285.033128429,605285.034722468,605285.034722949,605285.036470387,605285.037793306,605285.039140341
605285.039207086,605285.040779645,605285.040780086,605285.042519498,605285.043960981,605285.045276626
605285.045345426,605285.046916451,605285.046916872,605285.048650163,605285.049957012,605285.051276134
605285.051344563,605285.052946346,605285.052946767,605285.054674869,605285.055986496,605285.057427277
605285.057496337,605285.059111636,605285.059112057,605285.060816735,605285.062106241,605285.063390297
605285.063458415,605285.065062012,605285.065062413,605285.066753544,605285.068059763,605285.069347405
605285.06941387,605285.071133675,605285.071134086,605285.072843252,605285.074170129,605285.075470665
605285.075539465,605285.077132582,605285.077133003,605285.078834465,605285.08014987,605285.08144679
605285.081512604,605285.083098187,605285.083098557,605285.084908513,605285.086223126,605285.087502935
605285.087571554,605285.089180431,605285.089180862,605285.09088634,605285.092224367,605285.093521489
605285.093589035,605285.095189607,605285.095190048,605285.096889655,605285.098328563,605285.099652163
605285.099731262,605285.101299242,605285.101299682,605285.103032062,605285.104336186,605285.105663813
605285.105744626,605285.107305843,605285.107306254,605285.109109937,605285.110419041,605285.111856956
605285.111925766,605285.113546736,605285.113547146,605285.115274797,605285.116602335,605285.117928029
605285.117996217,605285.119580919,605285.119581289,605285.121323827,605285.122652207,605285.12398792
605285.124077579,605285.125777017,605285.125777477,605285.127502783,605285.128798672,605285.130109689
605285.130179139,605285.131761977,605285.131762418,605285.133474108,605285.13479285,605285.136151035
605285.13621762,605285.137793616,605285.137794046,605285.139648465,605285.140989529,605285.142328017
605285.142397297,605285.143965668,605285.143966139,605285.145700423,605285.147031767,605285.14835165
605285.148418707,605285.150023816,605285.150024307,605285.151766095,605285.153237613,605285.154536457
605285.154605518,605285.15619092,605285.156191341,605285.157913591,605285.159259704,605285.160565541
605285.160632848,605285.162241294,605285.162241765,605285.163979244,605285.165304086,605285.166832071
605285.166902173,605285.168526469,605285.16852691,605285.170270852,605285.17157737,605285.172887795
605285.172955804,605285.17455962,605285.174560061,605285.176311096,605285.177602916,605285.178910807
605285.178978535,605285.180663104,605285.180663515,605285.182406415,605285.183690711,605285.185055759
605285.185123947,605285.186685034,605285.186685505,605285.18842561,605285.189707171,605285.19098787
605285.191076647,605285.19264085,605285.192641291,605285.194457719,605285.195782461,605285.197117813
605285.197186673,605285.19877415,605285.198774581,605285.200492824,605285.201815682,605285.203105379
605285.203171744,605285.204746527,605285.204747017,605285.206462646,605285.207905791,605285.209227929
605285.209295896,605285.210844641,605285.210845111,605285.212570938,605285.213865514,605285.215162304
605285.215230132,605285.216794906,605285.216795337,605285.218507779,605285.219782918,605285.221228778
605285.221296936,605285.222849518,605285.222849958,605285.224568151,605285.22586412,605285.22716637
605285.227233195,605285.228788612,605285.228789033,605285.23048283,605285.231783657,605285.23310356
605285.233169004,605285.234853573,605285.234853964,605285.236570703,605285.237862244,605285.239165456
605285.239233033,605285.240811914,605285.240812415,605285.242493037,605285.243813341,605285.245129828
605285.245196303,605285.246750957,605285.246751368,605285.248594567,605285.249941962,605285.251278987
605285.251347156,605285.252920566,605285.252921016,605285.257346133,605285.258694039,605285.260057755
605285.26012451,605285.261741202,605285.261741623,605285.263504079,605285.264951261,605285.26628441
605285.266352538,605285.267941408,605285.267941848,605285.269683335,605285.271029588,605285.272341316
605285.272415826,605285.274027077,605285.274027528,605285.275746593,605285.277088207,605285.278504682
605285.27857276,605285.280188179,605285.28018863,605285.281903397,605285.283230143,605285.284523907
605285.284591525,605285.286207685,605285.286208106,605285.287925958,605285.28929815,605285.290615589
605285.290683046,605285.292400517,605285.292400977,605285.294145149,605285.295448712,605285.296780669
605285.296849899,605285.298449138,605285.298449558,605285.300233696,605285.301545363,605285.302859155
605285.302927423,605285.304528766,605285.304529207,605285.306385329,605285.307691658,605285.30903246
605285.30910186,605285.310669029,605285.31066945,605285.312402972,605285.313723476,605285.315052066
605285.315119131,605285.316686361,605285.316686821,605285.31842388,605285.319857597,605285.321164947
605285.321233296,605285.322809912,605285.322810343,605285.32449375,605285.325807862,605285.327147173
605285.32721508,605285.328786728,605285.328787148,605285.330518195,605285.33182838,605285.333382494
605285.333452265,605285.335046715,605285.335047166,605285.336760329,605285.338077839,605285.339369589
605285.339438298,605285.341035734,605285.341036205,605285.342751161,605285.344105109,605285.345424261
605285.345490615,605285.347195874,605285.347196345,605285.34890559,605285.350217288,605285.351501054
605285.351568391,605285.353139758,605285.353140209,605285.354845998,605285.356153638,605285.357432384
605285.357498529,605285.359093639,605285.35909408,605285.360909496,605285.362231183,605285.36352098
605285.363589588,605285.365192705,605285.365193126,605285.36690704,605285.368217015,605285.369510699
605285.369578046,605285.371183016,605285.371183467,605285.372903041,605285.374362658,605285.375661672
605285.375738296,605285.377325824,605285.377326274,605285.379064604,605285.380374839,605285.381664566
605285.381742273,605285.38330388,605285.383304391,605285.385044957,605285.386352827,605285.387786374
605285.387855384,605285.38946373,605285.389464181,605285.39119633,605285.39249824,605285.393784169
605285.393851836,605285.395461244,605285.395461655,605285.397693906,605285.399085153,605285.400464528
605285.400532065,605285.402331631,605285.402332072,605285.404163878,605285.40554088,605285.406916527
605285.406984987,605285.408650059,605285.40865048,605285.410469513,605285.411891799,605285.413298805
605285.413366664,605285.415063817,605285.415064247,605285.41697367,605285.41841361,605285.419806981
605285.419877504,605285.421546304,605285.421546714,605285.42335163,605285.424742507,605285.426140127
605285.426208465,605285.427859362,605285.427859773,605285.42966068,605285.431173988,605285.432558913
605285.432628104,605285.434298507,605285.434298958,605285.436097311,605285.437495341,605285.438773687
605285.438842687,605285.440425695,605285.440426126,605285.442196807,605285.443466145,605285.444855209
605285.44492486,605285.446481509,605285.44648195,605285.448185595,605285.449444093,605285.450698613
605285.450781349,605285.452331305,605285.452331736,605285.454022978,605285.455301874,605285.456554491
605285.456621037,605285.458323038,605285.458323509,605285.460054507,605285.461660477,605285.463093073
605285.463162194,605285.464753006,605285.464753527,605285.466472782,605285.467786374,605285.46912878
605285.469195946,605285.470780187,605285.470780578,605285.472616953,605285.473939671,605285.475260797
605285.475331761,605285.47695776,605285.476958181,605285.478671344,605285.479993922,605285.48132122
605285.481390079,605285.482956687,605285.482957138,605285.484680169,605285.486125799,605285.487405066
605285.487474096,605285.489047045,605285.489047486,605285.490768084,605285.492063621,605285.493351945
605285.493420093,605285.494987503,605285.494987943,605285.49669226,605285.497992786,605285.499537664
605285.499606423,605285.501155578,605285.501155939,605285.502805242,605285.504052348,605285.505255922
605285.505322298,605285.506804526,605285.506804887,605285.508430656,605285.509630843,605285.510855828
605285.510919688,605285.512552781,605285.512553192,605285.514187907,605285.515399818,605285.516600427
605285.516674456,605285.518185218,605285.518185639,605285.519812149,605285.521068824,605285.522255547
605285.522319698,605285.52380931,605285.523809691,605285.525587636,605285.526814274,605285.528041674
605285.528106936,605285.529611367,605285.529611797,605285.531265619,605285.532470366,605285.533697375
605285.533777585,605285.535325288,605285.535325659,605285.536954183,605285.53830832,605285.539536691
605285.539602936,605285.541142513,605285.541142934,605285.542779523,605285.544019766,605285.545232037
605285.545297239,605285.546801089,605285.54680148,605285.548438019,605285.549649538,605285.550997445
605285.55108537,605285.552565915,605285.552566306,605285.554199529,605285.555442738,605285.5566607
605285.55673548,605285.558336563,605285.558336994,605285.559940691,605285.561150277,605285.562350114
605285.562409256,605285.56402245,605285.564022861,605285.565620918,605285.566831065,605285.568037284
605285.5680984,605285.569555832,605285.569556243,605285.571162265,605285.572362222,605285.573558182
605285.573616692,605285.575129618,605285.575129989,605285.576876295,605285.578125896,605285.579495353
605285.579557119,605285.581090754,605285.581091175,605285.582683071,605285.583898157,605285.585117941
605285.585182083,605285.586644003,605285.586644474,605285.588258731,605285.589584846,605285.590792238
605285.590856208,605285.592344598,605285.592344979,605285.593936814,605285.595259302,605285.596466955
605285.596531576,605285.598048751,605285.598049172,605285.599647288,605285.600911908,605285.6023697
605285.602436707,605285.603956787,605285.603957178,605285.605601441,605285.606841655,605285.608106124
605285.608170324,605285.609725751,605285.609726172,605285.611365667,605285.612601953,605285.613861072
605285.61392404,605285.615570989,605285.61557144,605285.617208269,605285.618404781,605285.61958432
605285.619649733,605285.621136882,605285.621137262,605285.622753041,605285.623917783,605285.625135124
605285.625198323,605285.626649142,605285.626649573,605285.628394647,605285.629615133,605285.630831682
605285.630896544,605285.632391336,605285.632391706,605285.633994232,605285.635208387,605285.636389759
605285.636454942,605285.637900923,605285.637901353,605285.63953635,605285.640866963,605285.642086077
605285.64215189,605285.643598663,605285.643599013,605285.645258906,605285.646437634,605285.647616652
605285.647680884,605285.649180204,605285.649180605,605285.650784653,605285.652137027,605285.653576406
605285.653643522,605285.655187307,605285.655187687,605285.656808597,605285.658055884,605285.65924991
605285.659315554,605285.660930352,605285.660931444,605285.662772699,605285.664055863,605285.665302559
605285.66541515,605285.667194819,605285.66719528,605285.668837279,605285.670094464,605285.671350478
605285.671416932,605285.672926572,605285.672926993,605285.674590764,605285.675812733,605285.677051404
605285.677114944,605285.678611089,605285.678611479,605285.680372572,605285.681584242,605285.682806783
605285.682872195,605285.684401814,605285.684402205,605285.686085892,605285.687296539,605285.688500655
605285.688564455,605285.690091318,605285.690091669,605285.691696939,605285.693046588,605285.694240084
605285.694305076,605285.695799327,605285.695799688,605285.697459441,605285.698666402,605285.699917376
605285.699981897,605285.701478322,605285.701478713,605285.70312949,605285.704343283,605285.705669749
605285.705745682,605285.707220216,605285.707220637,605285.708835295,605285.71007077,605285.71129909
605285.711363442,605285.712852603,605285.712852974,605285.714494563,605285.715738864,605285.71694831
605285.717036395,605285.718629433,605285.718629823,605285.720279297,605285.721522796,605285.722743122
605285.722808826,605285.72427796,605285.724278321,605285.725888951,605285.72721711,605285.728443648
605285.728506686,605285.730032558,605285.730032988,605285.73180921,605285.733082295,605285.734317008
605285.734381269,605285.735945663,605285.735946023,605285.737749998,605285.738996182,605285.740249661
605285.740313631,605285.741825385,605285.741825736,605285.74347046,605285.744820942,605285.746059001
605285.746133441,605285.747646497,605285.747646848,605285.749309477,605285.750538609,605285.751755348
605285.75182009,605285.753294935,605285.753295315,605285.754950961,605285.756199439,605285.757537207
605285.757601588,605285.759149531,605285.759149881,605285.760802551,605285.76208812,605285.763354823
605285.763419154,605285.764925087,605285.764925477,605285.766596282,605285.7678287,605285.769059957
605285.769123516,605285.77075171,605285.770752081,605285.772408097,605285.773639192,605285.774912388
605285.774978212,605285.776505105,605285.776505495,605285.778175097,605285.779402276,605285.780622181
605285.780684679,605285.782247099,605285.782247459,605285.784037668,605285.785254927,605285.786471306
605285.786535627,605285.792796457,605285.792796918,605285.794515541,605285.795762077,605285.797029281
605285.797095926,605285.798622749,605285.79862314,605285.800309512,605285.801663531,605285.802902691
605285.802969077,605285.804508823,605285.804509204,605285.806179056,605285.80741985,605285.808649154
605285.80872696,605285.810242401,605285.810242752,605285.8118786,605285.813155382,605285.814619196
605285.814687334,605285.816232071,605285.816232452,605285.817930476,605285.819205455,605285.820436552
605285.820502746,605285.822040099,605285.82204049,605285.823688971,605285.824934594,605285.826252745
605285.826318538,605285.827942203,605285.827942594,605285.829623196,605285.830862788,605285.832140021
605285.832205123,605285.833746965,605285.833747426,605285.835407629,605285.836648374,605285.837906261
605285.837971112,605285.839492756,605285.839493167,605285.841299144,605285.842538285,605285.843758642
605285.843824275,605285.845363622,605285.845363992,605285.847033573,605285.848258478,605285.84948688
605285.849550239,605285.851092971,605285.851093371,605285.852732706,605285.854125737,605285.855343348
605285.855407729,605285.856905998,605285.856906419,605285.858564919,605285.859818778,605285.861055515
605285.861119426,605285.862611393,605285.862611814,605285.864294409,605285.865522991,605285.866898799
605285.866964263,605285.86849912,605285.868499551,605285.870166998,605285.871406521,605285.872625004
605285.872688934,605285.874183656,605285.874184066,605285.875823902,605285.87706131,605285.87828377
605285.878346648,605285.8799791,605285.879979501,605285.881638873,605285.882898913,605285.884157261
605285.884221142,605285.885746101,605285.885746501,605285.887403429,605285.88862094,605285.889874308
605285.889937346,605285.891484246,605285.891484657,605285.893251191,605285.894480484,605285.895699668
605285.8957753,605285.8972848,605285.897285241,605285.89894764,605285.90019178,605285.90142486
605285.90148846,605285.902989825,605285.902990245,605285.904650189,605285.90602804,605285.90724994
605285.907314592,605285.90882303,605285.90882341,605285.910453778,605285.911673393,605285.91291576
605285.91297951,605285.914525438,605285.914525859,605285.916182787,605285.917412771,605285.918744166
605285.918809439,605285.92030867,605285.92030907,605285.921952713,605285.923211622,605285.924445914
605285.924510245,605285.926040184,605285.926040595,605285.927683225,605285.928938698,605285.930191744
605285.930254723,605285.931888638,605285.931889028,605285.933547779,605285.934755741,605285.936022606
605285.936087798,605285.937613709,605285.937614079,605285.93927795,605285.940504798,605285.9417386
605285.941802951,605285.943294157,605285.943294568,605285.945088943,605285.946338885,605285.947573949
605285.94763856,605285.949180001,605285.949180402,605285.950819405,605285.952072203,605285.953302939
605285.953366548,605285.954863184,605285.954863574,605285.956537504,605285.957913413,605285.95918223
605285.95924631,605285.960827315,605285.960827696,605285.962563481,605285.96381688,605285.965114823
605285.965178272,605285.966696207,605285.966696588,605285.968371158,605285.96960493,605285.971069686
605285.971133977,605285.972637626,605285.972638007,605285.974309371,605285.975546429,605285.976754643
605285.976820386,605285.978340285,605285.978340726,605285.980045725,605285.981285957,605285.982516523
605285.982586836,605285.984219357,605285.984219758,605285.985866376,605285.987135945,605285.988375597
605285.988441942,605285.989953325,605285.989953706,605285.991614451,605285.992897034,605285.994155922
605285.994218972,605285.995730275,605285.995730696,605285.997507809,605285.998754355,605285.999994558
605286.000083265,605286.001592895,605286.001593306,605286.003286411,605286.004512448,605286.005755717
605286.005819617,605286.007293931,605286.007294302,605286.008942564,605286.010316989,605286.011530633
605286.011595084,605286.013116687,605286.013117077,605286.014769267,605286.016022835,605286.017241478
605286.017305439,605286.018812103,605286.018812514,605286.020462258,605286.021670612,605286.023134516
605286.023200369,605286.024720549,605286.02472096,605286.026388178,605286.0276338,605286.028876769
605286.028941261,605286.030473634,605286.030474025,605286.032152092,605286.033377157,605286.034599597
605286.034662235,605286.036301048,605286.036301429,605286.037934321,605286.039202748,605286.040425448
605286.040489779,605286.042031611,605286.042032031,605286.043667689,605286.044912139,605286.046185014
605286.046248224,605286.047752243,605286.047752694,605286.049529407,605286.050752459,605286.051970079
605286.052056552,605286.053559159,605286.05355954,605286.055201078,605286.056457683,605286.057684842
605286.057760814,605286.059272749,605286.05927315,605286.060910671,605286.062299514,605286.063549997
605286.063614488,605286.065149476,605286.065149887,605286.066795123,605286.068018845,605286.069251574
605286.069316587,605286.073079957,605286.073080378,605286.075253527,605286.07653648,605286.077922929
605286.078030763,605286.079559408,605286.079559749,605286.081230332,605286.082452191,605286.083692345
605286.083774078,605286.085288798,605286.085289188,605286.086927211,605286.088191721,605286.089417296
605286.089481156,605286.091132273,605286.091132644,605286.092772198,605286.094051245,605286.095256071
605286.095319591,605286.096829422,605286.096829772,605286.098459629,605286.099684614,605286.1009214
605286.100984009,605286.102506583,605286.102507004,605286.104316629,605286.105560459,605286.106803939
605286.106868229,605286.108394452,605286.108394842,605286.110076636,605286.111313784,605286.112523339
605286.11258731,605286.114132507,605286.114132878,605286.115790547,605286.117183899,605286.1184069
605286.1184712,605286.119962506,605286.119962907,605286.121619744,605286.122867662,605286.124129005
605286.124191884,605286.125682539,605286.12568294,605286.1273629,605286.128604877,605286.130081425
605286.130147108,605286.131648404,605286.131648815,605286.13330494,605286.134526919,605286.135752375
605286.135816215,605286.137304506,605286.137304896,605286.139162531,605286.140388548,605286.141596881
605286.14165958,605286.143287191,605286.143287592,605286.144950632,605286.146198219,605286.147423073
605286.147488927,605286.148993187,605286.148993558,605286.150649353,605286.1518965,605286.153142595
605286.153207096,605286.154687972,605286.154688322,605286.156482158,605286.157725267,605286.158952516
605286.159045901,605286.160547446,605286.160547827,605286.162227688,605286.163487208,605286.16470052
605286.164776744,605286.166284481,605286.166284922,605286.167929215,605286.169331053,605286.170556358
605286.170622543,605286.172187447,605286.172187817,605286.173824998,605286.175051135,605286.17624946
605286.176313971,605286.177869869,605286.177870249,605286.179533248,605286.18077773,605286.182149841
605286.182215415,605286.183723242,605286.183723622,605286.185358548,605286.186589034,605286.187815681
605286.187880333,605286.189410933,605286.189411313,605286.191111623,605286.192352407,605286.193580768
605286.193644127,605286.195284154,605286.195284545,605286.196923929,605286.19818991,605286.199415817
605286.199480128,605286.201027239,605286.20102764,605286.202674007,605286.203909502,605286.205148563
605286.20521096,605286.206728054,605286.206728425,605286.208498626,605286.209737197,605286.210975957
605286.211064003,605286.212574736,605286.212575136,605286.214239287,605286.215483519,605286.216726917
605286.216797741,605286.218291521,605286.218291922,605286.219913623,605286.221292188,605286.222510489
605286.222576414,605286.224096614,605286.224097014,605286.225749844,605286.226987894,605286.228239459
605286.22830396,605286.229800054,605286.229800455,605286.231444328,605286.232662721,605286.234047016
605286.234111587,605286.235594256,605286.235594647,605286.237239542,605286.238493782,605286.239732813
605286.239797885,605286.241295353,605286.241295764,605286.243086603,605286.244340201,605286.2455673
605286.24563092,605286.24724159,605286.247241971,605286.248884952,605286.250145995,605286.251385026
605286.251449557,605286.252962385,605286.252962755,605286.25463959,605286.255895202,605286.257181252
605286.257248027,605286.258769861,605286.258770272,605286.260588884,605286.261813848,605286.263096331
605286.263161584,605286.264662708,605286.264663119,605286.266313204,605286.267536716,605286.268753716
605286.268817365,605286.270288373,605286.270288744,605286.271944589,605286.273332851,605286.27454908
605286.274614032,605286.27614415,605286.276144531,605286.27781285,605286.279089211,605286.280307584
605286.280371434,605286.281868591,605286.281868962,605286.283534355,605286.284757868,605286.286208948
605286.286274821,605286.287787557,605286.287787998,605286.289448923,605286.290678847,605286.291916015
605286.291980416,605286.293511848,605286.293512229,605286.295184585,605286.296405402,605286.297626629
605286.297689588,605286.299326648,605286.299327139,605286.300962236,605286.302199173,605286.303408167
605286.303472088,605286.304966951,605286.304967371,605286.306610633,605286.307839796,605286.309087933
605286.309152185,605286.310654191,605286.310654602,605286.312414774,605286.313628867,605286.317967
605286.318059544,605286.319653053,605286.319653443,605286.321344525,605286.32259072,605286.323802379
605286.323867141,605286.325390166,605286.325390567,605286.327047935,605286.328406031,605286.329625665
605286.329690698,605286.331215697,605286.331216098,605286.332851605,605286.334115403,605286.335334106
605286.335398367,605286.33690459,605286.336904961,605286.338555367,605286.339801581,605286.341179845
605286.341244706,605286.342757092,605286.342757533,605286.344395665,605286.345614308,605286.34684855
605286.346913262,605286.348437069,605286.34843742,605286.350098084,605286.351347976,605286.352570496
605286.352633224,605286.354319757,605286.354320208,605286.355968128,605286.357226486,605286.358434339
605286.358505673,605286.360035031,605286.360035451,605286.361662763,605286.362914769,605286.364145604
605286.364210617,605286.36569522,605286.365695661,605286.367462886,605286.368674355,605286.369918286
605286.369984189,605286.371511073,605286.371511523,605286.373176756,605286.374413484,605286.375628499
605286.375692119,605286.377211598,605286.377212009,605286.378853236,605286.380229566,605286.381450743
605286.381516147,605286.38303274,605286.383033151,605286.384665302,605286.385916206,605286.387148514
605286.387213085,605286.388704551,605286.388704912,605286.390368934,605286.39158452,605286.392929762
605286.392995706,605286.394532226,605286.394532607,605286.396178403,605286.397394912,605286.398606823
605286.398670953,605286.400201644,605286.400202105,605286.401855966,605286.403132318,605286.404335852
605286.40439834,605286.406063823,605286.406064274,605286.407674594,605286.408899157,605286.410145282
605286.410210225,605286.411693185,605286.411693606,605286.413337348,605286.414537245,605286.415762441
605286.41582588,605286.41733516,605286.417335571,605286.419115079,605286.420342979,605286.421562995
605286.421627676,605286.423162945,605286.423163336,605286.424798282,605286.426052301,605286.427249323
605286.427313034,605286.428800272,605286.428800652,605286.430580942,605286.431960778,605286.433222782
605286.433287605,605286.434790923,605286.434791344,605286.436438142,605286.437641906,605286.438887039
605286.43895088,605286.440462253,605286.440462614,605286.442117798,605286.443336191,605286.444806908
605286.444873473,605286.44641824,605286.44641866,605286.448065609,605286.449299952,605286.450513925
605286.45058515,605286.452098367,605286.452098777,605286.453749343,605286.454955082,605286.456196127
605286.456258714,605286.457869175,605286.457869535,605286.459515823,605286.460746508,605286.462138286
605286.462204772,605286.46379336,605286.463793751,605286.465445048,605286.46668448,605286.467920706
605286.467983825,605286.469550833,605286.469551214,605286.471309573,605286.472523165,605286.473741077
605286.473806219,605286.475289531,605286.475289902,605286.476909489,605286.478171973,605286.479439979
605286.479504972,605286.481029189,605286.48102962,605286.482662312,605286.484049763,605286.485259178
605286.485325333,605286.486822309,605286.48682272,605286.488449982,605286.489667323,605286.490913928
605286.490978219,605286.49249402,605286.492494421,605286.494159313,605286.495386933,605286.496726654
605286.496790985,605286.498288262,605286.498288673,605286.500041852,605286.5013058,605286.502524573
605286.502593122,605286.50410709,605286.504107511,605286.505725616,605286.506938869,605286.508148234
605286.508211433,605286.509851679,605286.50985206,605286.511502705,605286.512730696,605286.513954849
605286.514039068,605286.515545402,605286.515545842,605286.517183293,605286.51840894,605286.519624907
605286.519687846,605286.521186525,605286.521186866,605286.522936729,605286.524190126,605286.525394492
605286.525459815,605286.526974395,605286.526974766,605286.528623708,605286.529877177,605286.53113325
605286.531196198,605286.53268032,605286.532680731,605286.534332709,605286.535664446,605286.536916792
605286.536981664,605286.538511021,605286.538511381,605286.54015818,605286.541377414,605286.54260836
605286.54267193,605286.544194585,605286.544194956,605286.545814342,605286.547045739,605286.548394066
605286.548458828,605286.549952989,605286.54995341,605286.551595569,605286.552804594,605286.554055799
605286.554119739,605286.555601096,605286.555601476,605286.557233337,605286.558445197,605286.559664942
605286.559743279,605286.561380319,605286.56138072,605286.563045392,605286.564256852,605286.565464594
605286.565528334,605286.567029979,605286.56703046,605286.568680324,605286.569945204,605286.57119745
605286.571259727,605286.572745103,605286.572745473,605286.574548535,605286.575743243,605286.57697439
605286.577061263,605286.578547039,605286.57854744,605286.580198316,605286.581455059,605286.582664656
605286.582743194,605286.584231784,605286.584232155,605286.585883452,605286.587244442,605286.588458537
605286.588523178,605286.590034242,605286.590034673,605286.591644091,605286.592894663,605286.59414737
