662483.806973299,662483.816197655
662483.816374367,662483.818228876
662483.818384419,662483.82007987
662483.820173215,662483.821932686
662483.822050778,662483.823710431
662483.823803315,662483.82538964
662483.825492844,662483.82690427
662483.826993848,662483.82892403
662483.829038376,662483.830565238
662483.830654356,662483.832418585
662483.832507403,662483.834172335
662483.834262455,662483.835696363
662483.83578525,662483.837505707
662483.837595065,662483.839102061
662483.839188694,662483.840827277
662483.840917086,662483.842526174
662483.842613127,662483.844308788
662483.844395841,662483.845993678
662483.8461015,662483.84749919
662483.847586315,662483.848774039
662483.848861534,662483.850138607
662483.85022554,662483.851509787
662483.85159676,662483.853140736
662483.853227278,662483.854810066
662483.854900026,662483.856511888
662483.856601767,662483.858031428
662483.858119944,662483.859443454
662483.859532982,662483.860953996
662483.861066308,662483.862850485
662483.86301771,662483.864566002
662483.864657906,662483.866326044
662483.866428387,662483.867885328
662483.867978062,662483.86947501
662483.86956611,662483.870866948
662483.870955595,662483.872342625
662483.872441921,662483.873955058
662483.874329924,662483.877055713
662483.877154258,662483.878828829
662483.878939156,662483.88068954
662483.880780821,662483.882279351
662483.882365543,662483.883977015
662483.884088305,662483.885376909
662483.885475876,662483.886853177
662483.886936975,662483.888520595
662483.88860322,662483.890101889
662483.890184135,662483.891380816
662483.891474422,662483.893027164
662483.893108938,662483.894654947
662483.894737682,662483.895991651
662483.896103753,662483.897368843
662483.897461497,662483.898928638
662483.899032894,662483.900915386
662483.901054107,662483.902833895
662483.902925709,662483.904710407
662483.904794835,662483.906319725
662483.906420895,662483.907721091
662483.907807414,662483.908990619
662483.90910246,662483.910445367
662483.910533733,662483.911811868
662483.911898121,662483.913382604
662483.91348174,662483.914973086
662483.915083524,662483.916338976
662483.91643124,662483.917700127
662483.91778697,662483.919023507
662483.919110672,662483.920366665
662483.920466141,662483.921823716
662483.921911681,662483.923279545
662483.923368163,662483.925501476
662483.925589832,662483.92779437
662483.927885262,662483.929504468
662483.929591191,662483.931045938
662483.931132932,662483.932636531
662483.932723725,662483.934226212
662483.934312664,662483.935714502
662483.935800144,662483.937355971
662483.937453474,662483.938797954
662483.938883615,662483.940376624
662483.940477294,662483.94194742
662483.942057748,662483.9439778
662483.944084301,662483.945438819
662483.945525603,662483.947101748
662483.947187229,662483.948539965
662483.948624493,662483.949918518
662483.950025269,662483.951363797
662483.95146088,662483.952789379
662483.952871725,662483.954291266
662483.954374783,662483.955750602
662483.95583476,662483.957287262
662483.957371802,662483.958686455
662483.958770824,662483.960055792
662483.960137806,662483.961415089
662483.961499959,662483.962812779
662483.962896436,662483.96418946
662483.964271564,662483.966206815
662483.966290242,662483.967843986
662483.967931401,662483.969314532
662483.969410734,662483.970956612
662483.971074093,662483.972744236
662483.972830148,662483.974193833
662483.974278613,662483.975687314
662483.975773014,662483.977150627
662483.977238612,662483.978590686
662483.978677529,662483.98008077
662483.980167594,662483.981493388
662483.981577265,662483.982896037
662483.982980395,662483.984306962
662483.984391421,662483.985773682
662483.98585812,662483.987156032
662483.987239449,662483.988562959
662483.988646818,662483.989881561
662483.989964757,662483.991314307
662483.991396401,662483.992686408
662483.992770897,662483.994185599
662483.994274025,662483.995622924
662483.995704787,662483.997016926
662483.997098169,662483.998493184
662483.99857599,662483.999850087
662483.99993136,662484.001293463
662484.001385516,662484.002687486
662484.002770732,662484.004042144
662484.004124039,662484.005466073
662484.005548128,662484.006854095
662484.00693596,662484.008249601
662484.008331445,662484.009716571
662484.009802823,662484.011306633
662484.011392053,662484.012691219
662484.012775226,662484.014080432
662484.014162497,662484.015494362
662484.015576077,662484.016852248
662484.01694423,662484.018767
662484.018852722,662484.020285047
662484.02036702,662484.02179634
662484.021878876,662484.023121454
662484.023201494,662484.02459165
662484.024673644,662484.026142878
662484.026225163,662484.027660364
662484.027742458,662484.029139226
662484.0292206,662484.030559458
662484.030641292,662484.032120927
662484.032204864,662484.033551178
662484.033635265,662484.035054406
662484.035135498,662484.0364812
662484.036562403,662484.037909318
662484.037991051,662484.03947843
662484.039561536,662484.041065856
662484.041201171,662484.04272057
662484.042803636,662484.044189214
662484.044271468,662484.045681231
662484.045766481,662484.047156476
662484.047239974,662484.048623948
662484.048706874,662484.05002877
662484.050111627,662484.051421131
662484.051504979,662484.052947844
662484.053047601,662484.054373896
662484.054466521,662484.055769712
662484.055852649,662484.057241602
662484.057323005,662484.058675209
662484.058759328,662484.060077107
662484.060159092,662484.061475809
662484.061559317,662484.062918423
662484.063021247,662484.065056947
662484.065140103,662484.066525981
662484.066608086,662484.068047534
662484.068129669,662484.069519103
662484.069601428,662484.070917725
662484.071017973,662484.072349459
662484.072444257,662484.07371628
662484.073798435,662484.075148986
662484.07523051,662484.07657034
662484.076653176,662484.078066846
662484.078149722,662484.079482389
662484.079564214,662484.081068574
662484.081150679,662484.08310226
662484.083187711,662484.084572908
662484.084655002,662484.086074793
662484.086154253,662484.087605403
662484.087687618,662484.089110165
662484.089191327,662484.090573087
662484.090657175,662484.091973512
662484.092072097,662484.093420705
662484.093506196,662484.094990459
662484.09509759,662484.096448703
662484.096536918,662484.097862984
662484.097948875,662484.099365811
662484.099465108,662484.100844934
662484.100931007,662484.102320841
662484.102423374,662484.103745902
662484.103831774,662484.105194718
662484.105280951,662484.10663086
662484.106717213,662484.108052686
662484.108138017,662484.109570462
662484.109657105,662484.11098309
662484.111091413,662484.112532515
662484.1126198,662484.113977764
662484.114083774,662484.115392075
662484.115492725,662484.116844468
662484.116931633,662484.118316157
662484.118414693,662484.119716923
662484.119802314,662484.1211182
662484.121204421,662484.122546056
662484.12263328,662484.123940109
662484.124048393,662484.125546462
662484.125632153,662484.127413595
662484.127499165,662484.128870365
662484.128955667,662484.136440489
662484.13653658,662484.138069714
662484.13816831,662484.139461042
662484.139551403,662484.140868511
662484.14095867,662484.1426379
662484.142729171,662484.144043726
662484.144132853,662484.14542282
662484.145512769,662484.146730189
662484.146817805,662484.148166943
662484.14825552,662484.149546088
662484.149634996,662484.151070607
662484.15115755,662484.152498714
662484.152585837,662484.153810742
662484.153897766,662484.155207891
662484.155294163,662484.156778636
662484.156866923,662484.158358739
662484.158461413,662484.159911802
662484.160018562,662484.16153708
662484.161623422,662484.163373856
662484.163471209,662484.164903474
662484.164989165,662484.166304059
662484.166389881,662484.167676361
662484.167763125,662484.169029858
662484.169115429,662484.170721962
662484.170809175,662484.172362428
662484.17245859,662484.17378234
662484.173868031,662484.17525991
662484.175346643,662484.176708315
662484.176798064,662484.178281976
662484.178369171,662484.179674817
662484.179756971,662484.181034004
662484.181120577,662484.18237638
662484.182477219,662484.183871563
662484.183971912,662484.185285674
662484.185372628,662484.186689295
662484.186776238,662484.188049464
662484.188136137,662484.189502678
662484.189588129,662484.191065469
662484.191151601,662484.192691979
662484.192780136,662484.194087455
662484.194174269,662484.195534187
662484.195620099,662484.197070879
662484.197158473,662484.198598773
662484.198686088,662484.199960396
662484.200072346,662484.201600582
662484.201685591,662484.202977331
662484.203086938,662484.204525415
662484.204611808,662484.205917023
662484.206018594,662484.207570534
662484.2076797,662484.209138044
662484.209222723,662484.210505416
662484.210585457,662484.211977777
662484.212088876,662484.213318189
662484.213416604,662484.21463172
662484.214717502,662484.215984065
662484.216090354,662484.217348622
662484.217441858,662484.218668215
662484.21875589,662484.220027092
662484.220113214,662484.221485956
662484.221569845,662484.223271105
662484.223351838,662484.22506492
662484.225150292,662484.226596913
662484.226677735,662484.228224225
662484.228305047,662484.229834185
662484.229914165,662484.23144225
662484.231523933,662484.232793202
662484.232875357,662484.234323091
662484.234420704,662484.236088753
662484.236171969,662484.237689946
662484.237772461,662484.239359166
662484.239453544,662484.241170134
662484.24125283,662484.242569958
662484.242652062,662484.243963149
662484.244067245,662484.245359666
662484.245451179,662484.246743971
662484.246827689,662484.24807205
662484.248153163,662484.249385882
662484.249481702,662484.25070805
662484.250793421,662484.252240824
662484.252329521,662484.25388082
662484.253968514,662484.255317423
662484.25541707,662484.256915149
662484.257014746,662484.258255611
662484.258339159,662484.259747007
662484.259821437,662484.261334123
662484.261434452,662484.262693962
662484.262778591,662484.264268044
662484.264350569,662484.265794866
662484.265879416,662484.268080597
662484.26816751,662484.26941643
662484.269502563,662484.271113103
662484.271197953,662484.272416385
662484.272497888,662484.274846758
662484.274929344,662484.276460284
662484.276544352,662484.278422315
662484.278506484,662484.279779189
662484.279863447,662484.281078614
662484.281160218,662484.282347962
662484.282446438,662484.283759909
662484.283844949,662484.285494883
662484.28558367,662484.286754073
662484.286837209,662484.288066031
662484.288150569,662484.289324809
662484.289423195,662484.291213093
662484.291299014,662484.292484304
662484.292566388,662484.293991831
662484.294091479,662484.295281838
662484.295362179,662484.29668065
662484.296762584,662484.297936863
662484.298036451,662484.299351856
662484.299503371,662484.300724418
662484.300809458,662484.302065181
662484.302147005,662484.303344779
662484.303434618,662484.304628073
662484.304709437,662484.305879718
662484.30595998,662484.307220451
662484.307301674,662484.308683053
662484.308763684,662484.309966197
662484.310066085,662484.311174972
662484.311256295,662484.312431957
662484.312512999,662484.313672541
662484.313753533,662484.315157966
662484.315242445,662484.316475525
662484.316556197,662484.317909503
662484.318011736,662484.319630481
662484.319713728,662484.320913596
662484.320994317,662484.322305565
662484.322386617,662484.323672356
662484.323753038,662484.324940672
662484.325039378,662484.326278159
662484.326364922,662484.327569449
662484.32765515,662484.32886686
662484.328951459,662484.3301747
