663982.243421914,663982.26012829
663982.260294061,663982.266264616
663982.266329258,663982.272301866
663982.272369724,663982.278384832
663982.278483998,663982.28431975
663982.284381566,663982.290145151
663982.290206516,663982.296749638
663982.296814059,663982.302585409
663982.302648417,663982.308251932
663982.308313197,663982.314986013
663982.315109225,663982.321052057
663982.321110687,663982.326714372
663982.326771409,663982.332586801
663982.332645972,663982.341986879
663982.342073693,663982.347900016
663982.347962804,663982.353686334
663982.353747078,663982.359922939
663982.359986939,663982.365573161
663982.365635377,663982.371403902
663982.371473273,663982.377136559
663982.377197704,663982.382775991
663982.382838188,663982.388530608
663982.388592125,663982.394119876
663982.394180009,663982.399762523
663982.399823337,663982.405363623
663982.405424116,663982.411081632
663982.411143648,663982.416632055
663982.416692199,663982.422266317
663982.422328886,663982.428076841
663982.42813986,663982.433588142
663982.433647854,663982.439324014
663982.43938593,663982.444863477
663982.44492316,663982.45058811
663982.450649164,663982.456152529
663982.456213595,663982.462022395
663982.46208343,663982.467568531
663982.467630728,663982.473213583
663982.473276671,663982.47895147
663982.479035608,663982.48464363
663982.484703332,663982.490333707
663982.490394671,663982.49585171
663982.495911252,663982.501540795
663982.501602792,663982.507110104
663982.507170599,663982.512857559
663982.512919486,663982.518535413
663982.518597379,663982.524088462
663982.524147664,663982.529736329
663982.529797545,663982.535275482
663982.535334904,663982.540899825
663982.540960399,663982.546402008
663982.546469926,663982.552138432
663982.552198536,663982.557645114
663982.557705017,663982.563283434
663982.563344148,663982.568848244
663982.568908417,663982.574759858
663982.574820783,663982.580460715
663982.580522391,663982.585983597
663982.586060162,663982.591633969
663982.591694764,663982.59715087
663982.597210372,663982.602817123
663982.602877997,663982.608391932
663982.608460722,663982.614070847
663982.614131873,663982.619557112
663982.619617285,663982.625123856
663982.625185281,663982.631129867
663982.631192374,663982.636782453
663982.636842997,663982.64249324
663982.642554154,663982.647988169
663982.648071415,663982.653864736
663982.653925671,663982.659650363
663982.659710125,663982.665571805
663982.665631908,663982.671221516
663982.671280948,663982.676857651
663982.676915621,663982.682632467
663982.682693041,663982.688238867
663982.688297036,663982.693909898
663982.69396983,663982.699541194
663982.699599804,663982.705383156
663982.705442808,663982.711150769
663982.711210081,663982.717085756
663982.717147082,663982.723345015
663982.723409636,663982.729432358
663982.729508973,663982.735309889
663982.735372486,663982.740866013
663982.740925815,663982.746585545
663982.74664668,663982.752143874
663982.752203746,663982.757793344
663982.757853407,663982.763370729
663982.763430672,663982.769150534
663982.769210167,663982.774675882
663982.774735123,663982.780213982
663982.780274055,663982.785971005
663982.786052448,663982.791582303
663982.791644591,663982.797332103
663982.797394059,663982.802838333
663982.802897916,663982.80859755
663982.808658084,663982.814148475
663982.814207968,663982.819889959
663982.819951174,663982.825510535
663982.825572652,663982.831088731
663982.831148454,663982.845158906
663982.845237364,663982.850703599
663982.850759335,663982.856421879
663982.856493233,663982.862054488
663982.862109361,663982.867801381
663982.867857127,663982.873397742
663982.873466731,663982.879201974
663982.87925883,663982.884894755
663982.884951413,663982.890789317
663982.890845763,663982.8965357
663982.896592407,663982.902331786
663982.902386348,663982.908249762
663982.908305567,663982.914087496
663982.914141868,663982.920080072
663982.920136308,663982.92593541
663982.925990654,663982.931892019
663982.931948775,663982.937653369
663982.937709355,663982.943539856
663982.94361151,663982.949145874
